Código de Ruta,Descripción de la ruta,Código recorrido ,Descripción del recorrido,Sentido,Dia,Mes,Año,Cantidad de Pasajeros Regulares,Cantidad de Adultos Mayores,Ingresos
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,10,11,2025,65,0,20150
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,9,11,2025,33,0,10230
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,8,11,2025,17,0,5270
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,7,11,2025,22,0,6820
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,6,11,2025,16,0,4960
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,3,11,2025,36,0,11160
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,2,11,2025,38,0,11780
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,1,11,2025,39,0,12090
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,28,11,2025,319,0,202565
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,27,11,2025,366,0,232410
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,24,11,2025,382,0,242570
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,23,11,2025,383,0,243205
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,22,11,2025,338,0,214630
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,21,11,2025,340,0,215900
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,20,11,2025,359,0,227965
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,17,11,2025,418,0,265430
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,16,11,2025,592,0,375920
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,15,11,2025,412,0,261620
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,14,11,2025,328,0,208280
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,13,11,2025,415,0,263525
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,10,11,2025,436,0,276860
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,9,11,2025,596,0,378460
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,8,11,2025,438,0,278130
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,7,11,2025,471,0,299085
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,6,11,2025,517,0,328295
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,3,11,2025,517,0,328295
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,2,11,2025,554,0,351790
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Destino – Origen,1,11,2025,527,0,334645
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,28,11,2025,372,0,236220
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,27,11,2025,454,0,288290
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,24,11,2025,484,0,307340
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,23,11,2025,479,0,304165
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,22,11,2025,519,0,329565
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,21,11,2025,443,0,281305
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,20,11,2025,501,0,318135
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,17,11,2025,466,0,295910
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,16,11,2025,293,0,186055
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,15,11,2025,482,0,306070
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,14,11,2025,419,0,266065
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,13,11,2025,443,0,281305
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,10,11,2025,482,0,306070
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,9,11,2025,310,0,196850
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,8,11,2025,380,0,241300
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,7,11,2025,279,0,177165
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,6,11,2025,351,0,222885
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,3,11,2025,384,0,243840
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,2,11,2025,348,0,220980
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4465,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,Origen – Destino,1,11,2025,303,0,192405
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,28,11,2025,359,0,170525
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,27,11,2025,526,0,249850
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,24,11,2025,511,0,242725
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,23,11,2025,470,0,223250
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,22,11,2025,483,0,229425
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,21,11,2025,344,0,163400
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,20,11,2025,477,0,226575
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,17,11,2025,462,0,219450
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,16,11,2025,633,0,300675
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,15,11,2025,518,0,246050
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,14,11,2025,516,0,245100
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,13,11,2025,510,0,242250
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,10,11,2025,570,0,270750
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,9,11,2025,577,0,274075
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,8,11,2025,472,0,224200
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,7,11,2025,416,0,197600
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,6,11,2025,465,0,220875
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,3,11,2025,488,0,231800
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,2,11,2025,541,0,256975
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Destino – Origen,1,11,2025,481,0,228475
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,28,11,2025,518,5,246050
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,27,11,2025,342,6,162450
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,26,11,2025,410,13,194750
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,25,11,2025,417,8,198075
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,24,11,2025,377,7,179075
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,21,11,2025,451,0,214225
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,20,11,2025,382,3,181450
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,19,11,2025,492,7,233700
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,18,11,2025,401,9,190475
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,17,11,2025,338,16,160550
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,14,11,2025,379,16,180025
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,13,11,2025,382,19,181450
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,12,11,2025,366,4,173850
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,11,11,2025,332,0,157700
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,10,11,2025,382,9,181450
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,7,11,2025,473,11,224675
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,6,11,2025,453,9,215175
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,5,11,2025,400,7,190000
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,4,11,2025,404,10,191900
RF001,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,T4464,ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN,Origen – Destino,3,11,2025,381,12,180975
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,31,10,2025,512,0,409600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,30,10,2025,412,0,329600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,29,10,2025,371,0,296800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,28,10,2025,416,0,332800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,27,10,2025,379,0,303200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,24,10,2025,434,0,347200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,23,10,2025,486,0,388800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,22,10,2025,421,0,336800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,21,10,2025,452,0,361600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,20,10,2025,418,0,334400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,17,10,2025,414,0,331200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,16,10,2025,485,0,388000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,15,10,2025,415,0,332000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,14,10,2025,459,0,367200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,13,10,2025,428,0,342400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,10,10,2025,436,0,348800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,9,10,2025,342,0,273600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,8,10,2025,404,0,323200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,7,10,2025,385,0,308000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,6,10,2025,485,0,388000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,3,10,2025,500,0,400000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,2,10,2025,504,0,403200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Destino – Origen,1,10,2025,512,0,409600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,31,10,2025,222,14,177600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,30,10,2025,286,13,228800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,29,10,2025,214,7,171200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,28,10,2025,352,15,281600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,27,10,2025,431,12,344800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,24,10,2025,306,15,244800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,23,10,2025,302,12,241600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,22,10,2025,318,19,254400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,21,10,2025,328,21,262400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,20,10,2025,346,13,276800
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,17,10,2025,292,13,233600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,16,10,2025,344,16,275200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,15,10,2025,360,22,288000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,14,10,2025,345,10,276000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,13,10,2025,350,17,280000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,10,10,2025,290,14,232000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,9,10,2025,390,11,312000
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,8,10,2025,373,19,298400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,7,10,2025,463,19,370400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,6,10,2025,314,15,251200
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,3,10,2025,263,14,210400
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,2,10,2025,282,12,225600
RF005,ALAJUELA - HEREDIA Y VICEVERSA,T4471,ALAJUELA - HEREDIA Y VICEVERSA,Origen – Destino,1,10,2025,302,13,241600
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,31,10,2025,2349,0,1656045
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,30,10,2025,2200,0,1551000
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,29,10,2025,2210,0,1558050
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,28,10,2025,2287,0,1612335
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,27,10,2025,2356,0,1660980
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,24,10,2025,2352,0,1658160
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,23,10,2025,2250,0,1586250
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,22,10,2025,2365,0,1667325
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,21,10,2025,2461,0,1735005
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,20,10,2025,2307,0,1626435
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,17,10,2025,1893,0,1334565
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,16,10,2025,2367,0,1668735
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,15,10,2025,2358,0,1662390
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,14,10,2025,2360,0,1663800
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,13,10,2025,2660,0,1875300
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,10,10,2025,2275,0,1603875
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,9,10,2025,2541,0,1791405
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,8,10,2025,2175,0,1533375
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,7,10,2025,2339,0,1648995
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,6,10,2025,2379,0,1677195
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,3,10,2025,2174,0,1532670
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,2,10,2025,2386,0,1682130
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Destino – Origen,1,10,2025,2343,0,1651815
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Origen – Destino,31,10,2025,3550,252,2502750
RF004,ESTACION DEL ATLANTICO - CARTAGO,T4470,ESTACION DEL ATLANTICO - CARTAGO,Origen – Destino,30,10,2025,3886,204,2739630
